file_name,f0_mean,f0_sd,f0_max,f0_min,f0_range,f0_delta_mean,f0_delta_sd,spectral_tilt_mean,spectral_tilt_sd,syllable_duration_mean,syllable_duration_sd
denoised_concat_1.wav,0.26542377052516053,0.09722608455746162,0.2105446234185192,0.6597550929110834,0.15699158180455633,0.48545344278233005,0.11861905943706197,0.28762085749336963,0.8121813426880825,0.478639124933419,0.2873480987555874
denoised_concat_10.wav,0.24396040571348987,0.11729870114290697,0.1940858150913488,0.6448472313943032,0.14328887395378578,0.35432033332856866,0.12013035397646782,0.43142150293929793,0.5480915360839226,0.2230999214663294,0.15692301017099075
denoised_concat_11.wav,0.11650312457907286,0.16660114405555043,0.1718462098252126,0.34606446044393024,0.17059573017609916,0.28702864360557573,0.12279872899755118,0.478891970701653,0.5443628606711424,0.10129665256533926,0.16247406376436202
denoised_concat_12.wav,0.19394390875530187,0.3884593420815767,0.3242937793095223,0.4065162007400409,0.3102816455903714,0.26729316531397285,0.39812929947475434,0.4822060574992659,0.5691682430419542,0.27326404782304237,0.15159972529925136
denoised_concat_13.wav,0.1796150994652792,0.3439582604296853,0.33402506856431635,0.35204931399635075,0.3287900182206126,0.3786716855217113,0.2609341908777895,0.4863209438650863,0.4974441884995233,0.2516137136396983,0.10020118568011493
denoised_concat_14.wav,0.02311271736071152,0.055698193421262865,0.037962098068952566,0.22520053410350416,0.05906466645360134,0.4427019848518061,0.06911231274721746,0.5376271399627931,0.448289985999093,0.2644440033073143,0.16147225374045915
denoised_concat_15.wav,0.18326846190097745,0.24627591835007717,0.21995562515720724,0.18413344929440933,0.24444476756853215,0.4142332812154033,0.14809672978775856,0.5355738737178225,0.43251463594121997,0.3129069102805715,0.27370596328701524
denoised_concat_16.wav,0.2125212749750045,0.19868651738835125,0.16721039435718332,0.5267698500371636,0.1363285591735747,0.366352784801826,0.1652682272606824,0.4967549321342809,0.4397464559311459,0.4398047511299641,0.2638335250610683
denoised_concat_17.wav,0.3221573074150177,0.352977991673502,0.41742421154051945,0.48170017690443734,0.38932508278783895,0.5261329313378784,0.3982307188166108,0.5294790161117933,0.5605521930709623,0.1944214888870941,0.22854913742488436
denoised_concat_18.wav,0.28426520762911744,0.19639034923779491,0.2701667303630323,0.6115258856897134,0.2234419865301923,0.3126158693891241,0.23521377636931834,0.516747270245617,0.5418419862794379,0.21667139222303144,0.19705933242606288
denoised_concat_19.wav,0.07309307956580202,0.2028964996461355,0.06650867814571726,0.36110986159800396,0.06473274842075402,0.34081563228868345,0.16996911153909167,0.41129403834359657,0.5216793704841534,0.14313276421124743,0.07132040350556607
denoised_concat_2.wav,0.025429209377713757,0.10522493818046103,0.05867786143051179,0.30915501387065447,0.06559081285868071,0.36063897261413214,0.14356963583631926,0.08600257374587383,0.9343289918387377,0.14196423469272912,0.1436212085301607
denoised_concat_20.wav,0.14178181199783846,0.27423008182158864,0.20990045849673555,0.3586982389975115,0.20586833066721547,0.2660907728444637,0.31401165048719154,0.48031071367065425,0.5186830381237061,0.30477499504053873,0.3073848533470014
denoised_concat_21.wav,0.20082965005643194,0.2936271315749142,0.2375232509759092,0.36691023876467455,0.23162962445327576,0.10146166151433,0.25279782001871404,0.4742162831937584,0.5340414168814004,0.13520650681314017,0.13931635055259062
denoised_concat_22.wav,0.6045864999111334,0.6010688880384902,0.6505856562190341,0.47205044802461815,0.6197598749123197,0.250920000370066,0.4894897412510924,0.4477722544712638,0.48336161308268055,0.370666924430644,0.28222317144528464
denoised_concat_23.wav,0.2619471073238979,0.2013968113834515,0.22994790709762503,0.5099320726164862,0.20067439258881667,0.374127652915185,0.1015065992387027,0.498213940717249,0.5738278958746176,0.23305914943930905,0.13313041138095638
denoised_concat_24.wav,0.03168672658705196,0.06266210967968872,0.07558041009898642,0.48710347866018155,0.052916917872132735,0.34813731799297737,0.0456757258430211,0.48666084821185773,0.5108229640482125,0.15667426789031857,0.08072982150483188
denoised_concat_25.wav,0.5298977965122562,0.646763385519225,0.7398031075100596,0.7763899585339615,0.6572779449849273,0.19937742925761004,0.487145810119957,0.5151849078618026,0.4585044862544011,0.07114113770834807,0.025339677637403635
denoised_concat_26.wav,0.24326908513343848,0.40589216278049717,0.3771623441780124,0.2571455274608354,0.3867362310448106,0.5545477665882982,0.4073846369565232,0.46955307975860616,0.5682486639274476,0.2963055878314145,0.24522600277189344
denoised_concat_27.wav,0.3291121635842711,0.5302356966659156,0.5715877844496785,0.6504172706455069,0.5128909468603418,0.2674738281655942,0.39257165057339954,0.5163191310717071,0.5418839271103171,0.13399005714246792,0.10201185485225917
denoised_concat_28.wav,0.04344032172753409,0.0470332507277601,0.020372309629342777,0.4086069547504154,0.01163898854804038,0.5363245065753377,0.0654958659596005,0.4749676792283253,0.5242960867984015,0.33695996619837354,0.1958166399475758
denoised_concat_29.wav,0.0,0.0,0.0,0.3577927620109769,0.0,0.3887643082404466,0.0010042707552611607,0.4360203711554047,0.5103593928140273,0.28337301232621814,0.21908775423757265
denoised_concat_3.wav,0.19068325474510361,0.2850946263655419,0.18605264491814855,0.4124175725508721,0.17362752926559036,0.42460792201819086,0.2805034673869919,0.22606610149216588,0.8567762363015933,0.21743512552374922,0.2102397474159058
denoised_concat_30.wav,0.187366792102168,0.38728212304228143,0.32155241507011,0.3187650353608844,0.3220217339554782,0.8514451968820314,0.4610681030846307,0.5200785988811168,0.43200463663095456,0.34911729776528233,0.2235455746989552
denoised_concat_31.wav,0.2910769765103871,0.3708545691770562,0.4013535044651525,0.36651936455863154,0.3924932485489724,0.3852694410081175,0.39978987994922305,0.5326797339953542,0.44056072232223786,0.22131553551888472,0.15376275828034536
denoised_concat_32.wav,0.3790330072338637,0.3744002207487262,0.37816438607794745,0.8229387528117429,0.294674668888369,0.766542435191816,0.4854674812202134,0.43648602447164286,0.5198260157714854,0.17116587624668322,0.1314273652747998
denoised_concat_33.wav,0.5462069353813552,0.33568110634688025,0.40063187996484506,0.7851468646747839,0.32294140811084726,0.33000131648524417,0.21500275041936084,0.46164471096212234,0.4761377382974381,0.24824047666553195,0.2628207280282414
denoised_concat_34.wav,0.4371702872518932,0.47794365855007664,0.5774192618040798,0.595420185254453,0.5276588467963955,0.35494382553143705,0.2917062701829562,0.43946802816142794,0.6346515777479477,0.34675255329231525,0.28579859841212774
denoised_concat_35.wav,0.3153403816581055,0.29976483689603967,0.3510204680037926,0.5617703893895736,0.3109822296424575,0.30272750216327454,0.37976675038347246,0.4565839573221291,0.5544534050093763,0.23937259436750735,0.14504327889993207
denoised_concat_36.wav,0.2908182439799385,0.3121049406904168,0.3894288767466695,0.4503828521765656,0.36699782463425823,0.3268159558845205,0.3799784382305614,0.544301249683055,0.5461136944104161,0.2097760642230908,0.14799229862705254
denoised_concat_37.wav,0.4591070324490696,0.430949949689078,0.47524236983554713,0.6741873626671211,0.414418944183198,0.3604713205412039,0.4001829711887867,0.46177942678902506,0.5338131319241509,0.22052070260118573,0.12812044278443468
denoised_concat_38.wav,0.34575456283394845,0.4582586164082723,0.4155785046010835,0.4201325311974311,0.39763836158770094,0.4372743431413338,0.4525610620805149,0.4466219525875471,0.63211624808017,0.14865304606493868,0.06934663309968686
denoised_concat_39.wav,0.5324695450164796,0.572642711445752,0.6427342843085809,0.55436386529581,0.5985172604317603,0.5849385295331531,0.35163332479566184,0.5045691288392716,0.6406628816062954,0.343976821741689,0.3845356830709493
denoised_concat_4.wav,0.29970134604914467,0.4546760287237472,0.49910150986854995,0.3871787796875057,0.4850354321532442,0.5434939924218384,0.30561697584899844,0.0850025829198342,0.9469781459459573,0.11937031162538103,0.04940917555350338
denoised_concat_40.wav,0.532330874981203,0.5647155217152886,0.6059366171577029,0.49960681337760304,0.5714051941822097,0.4435238212191608,0.2776263645715405,0.6092069999880276,0.4324676390779918,0.33107328967289873,0.2768719396807148
denoised_concat_41.wav,0.32491263967674544,0.45959845309299124,0.4786984916167901,0.461493664081444,0.4527887445231421,0.36500032318511855,0.3450911025603082,0.5197724590362105,0.4304804833026177,0.5270941164043519,0.40781797129332686
denoised_concat_42.wav,0.1558902029780176,0.15064927966872516,0.17514963026701658,0.4841096941101801,0.15113640737886477,0.3554389826808245,0.0633884533296864,0.5965560727889505,0.40583029944243054,0.5594835148180637,0.5065896990803728
denoised_concat_43.wav,0.12760474696924295,0.33376605914865093,0.24027639168845905,0.0,0.29467045998712904,0.5249963174782095,0.4403853007339957,0.5441307698478914,0.5738772878015953,0.36648635426106213,0.3370591713554997
denoised_concat_44.wav,0.40022271246013474,0.31681523509761483,0.37948825989337787,0.5905526846393903,0.3341900915493181,0.2887050520751113,0.3196756714987044,0.4916564088937173,0.53325330247641,0.18122742156966276,0.20437944443182354
denoised_concat_45.wav,0.3898217849458605,0.34334022107109,0.3617284323027984,0.7462447932700358,0.2911551570064822,0.3233660016481129,0.2577227099613805,0.5103022132815485,0.5666798590677254,0.22526541874915496,0.31860398128764467
denoised_concat_46.wav,0.7343732060732793,0.5652359130726516,0.5802270446880143,0.8616509171473492,0.4866328668587242,0.8550210342209691,0.39832679445406943,0.5378581520966206,0.5371500947549848,0.2539662243175276,0.2832399326381543
denoised_concat_47.wav,0.4547104656329226,0.4223056734979534,0.4532224035451601,0.5826126098820232,0.40786588187735384,0.44294813690748047,0.2116162330155129,0.43008233642933935,0.5971632852308648,0.4264786224019821,0.43716410942361805
denoised_concat_48.wav,0.28389754948765145,0.2849789104735256,0.2731796331688382,0.43114412745127284,0.2560630478543745,0.3149950045958789,0.13438422602999234,0.6526836688400356,0.4540611954751863,0.36382657165376076,0.347247379235916
denoised_concat_49.wav,0.29695703380306115,0.5974648114933259,0.7735632612422173,0.508384065390302,0.7344872701532242,0.8963234647686142,0.5935061969648152,0.38489883512486445,0.6701361821453554,0.34266399070455256,0.2577439805053502
denoised_concat_5.wav,0.16947182966990582,0.378443235020901,0.32687000916020603,0.3939092985064252,0.3148834277329665,0.2822675286887976,0.4193462894914421,0.016963097999758148,0.9999999999999999,0.3752068589134183,0.30275843875197206
denoised_concat_50.wav,0.3257959211953778,0.2386577989324647,0.28712972270821313,0.5411102837927464,0.25167105020949354,0.17801290730888497,0.22288127035013033,0.5778036227537319,0.3755041878888429,0.41350806496924397,0.19592694896207796
denoised_concat_6.wav,0.07939814221842623,0.08200036202275557,0.09625255066431382,0.5703634432007068,0.05951446199910068,0.3384355129028186,0.08112545220382594,0.38893765023051075,0.7035548903559775,0.37894520194402914,0.25895637067922217
denoised_concat_7.wav,0.2445417163738508,0.21775492298240168,0.25738993413935185,0.6094608787561051,0.21124115661634266,0.3961994460942498,0.26744066630921265,0.5870076663473436,0.6374886586165097,0.1852774626735436,0.16519668764605677
denoised_concat_8.wav,0.15321950867480205,0.16877388155723255,0.23367951409422472,0.47989709167916805,0.2092762359950893,0.4586272329202696,0.05953192358865089,0.9900824753847703,0.02365357420214176,0.42212680995076846,0.235086176341886
denoised_concat_9.wav,0.2133604235826121,0.09889936011827405,0.1987534958010403,0.5067615468331037,0.17057848231242626,0.40519804291182326,0.035060445799231454,0.8651820054601982,0.4558346470307897,0.42776411293364913,0.1859863591672657
enhanced_concat_1.wav,0.2659278974210144,0.14840903707400094,0.20976460073564518,0.6630956442970288,0.15567663391528355,0.335170012864726,0.2164898588036948,0.42919421183257433,0.7640169437755077,0.2127428643971383,0.2471038236434383
enhanced_concat_10.wav,0.23151571866079834,0.10056000983650226,0.1843900929398109,0.615716262717962,0.13856313242779597,0.3199918406196248,0.1102857336826738,0.5032670018726011,0.4876346370619482,0.05496567022287957,0.1373740842013932
enhanced_concat_11.wav,0.12834984397425608,0.1881566247000826,0.17781308516369476,0.3418623576119808,0.17714325508727505,0.2839124582896596,0.16787934635516477,0.5498551015819656,0.5469693012650432,0.1374919577095558,0.2372224607730108
enhanced_concat_12.wav,0.15324886988656283,0.22366255242230942,0.2621146863575008,0.3618489112314909,0.2565984495151249,0.2567761100201474,0.22801216571630917,0.5422132170374654,0.49635019855887064,0.16841512252163104,0.14822601742146402
