file_name,f0_mean,f0_sd,f0_max,f0_min,f0_range,f0_delta_mean,f0_delta_sd,spectral_tilt_mean,spectral_tilt_sd,syllable_duration_mean,syllable_duration_sd
xtts_denoised_concat_24_GILES_2.wav,194.66155784089506,37.33690946129193,264.8363806067164,161.3305057601353,103.50587484658107,0.004887884902384817,2.6628360483730016,-0.0038454223098059862,0.0015858894209565314,0.3620232558139535,0.212102792731226
xtts_denoised_concat_24_GILES_3.wav,201.38836815518079,51.04162459577146,272.1438724823349,163.45195267851068,108.69191980382425,0.036362021350413644,4.126526071370894,-0.0038747973871248176,0.001422560346326543,0.35167567567567565,0.19115124242968942
xtts_denoised_concat_24_GILES_4.wav,196.1943975895445,38.653721056693556,261.9584977735742,164.35736383102326,97.60113394255094,-0.023453837173380516,2.358006418912287,-0.0036636649717873516,0.001543915954760765,0.39449999999999996,0.23144195106403836
xtts_denoised_concat_24_GILES_5.wav,204.73492309569,38.16082957380897,265.39908650613825,159.49165892249306,105.90742758364519,-0.060054759892683995,2.3852909940669824,-0.003924953975132969,0.0015407422696437083,0.4380579710144928,0.2779337036934599
xtts_denoised_concat_24_GILES_6.wav,199.84769757559,42.62454668066579,280.2995600450401,162.43993931555883,117.85962072948126,-0.10634224518179587,2.58959774962092,-0.003989328948700559,0.0015711086028046893,0.34297142857142865,0.18588350015601734
xtts_denoised_concat_24_GILES_7.wav,196.7396128517594,38.23234743416687,268.74548040951083,159.49307123285496,109.25240917665587,-0.10477004925737386,2.6526449484279473,-0.004205547083941309,0.0014306372007764617,0.43790476190476196,0.21292467573709437
xtts_denoised_concat_24_GILES_8.wav,209.11696840211425,47.32370778332307,281.28969061478574,167.24585671653338,114.04383389825236,-0.03234996555844554,3.11959835877653,-0.0037420548432457825,0.0014567147318476593,0.4323720930232558,0.26098732164570865
xtts_denoised_concat_24_GILES_9.wav,203.17990511033062,39.4323343103797,267.7847236361913,171.5721748270924,96.2125488090989,-0.06576442887017792,2.634510707602103,-0.0037211855141058205,0.001587856499855,0.4499473684210526,0.3129569478524223
xtts_denoised_concat_25_GILES_1.wav,241.08032423227195,87.93994064325048,512.5988612655594,181.1644021135437,331.43445915201573,0.558054865516125,6.247859728496181,-0.0038364744501017223,0.0018145872743352185,0.30978,0.17721465019827795
xtts_denoised_concat_25_GILES_10.wav,240.3932853631025,111.72802828740544,530.1447103911822,175.5932479681247,354.5514624230575,0.39941133367398834,7.618052627728056,-0.003974354605551707,0.0017484244337426875,0.39494736842105266,0.22423492313170063
xtts_denoised_concat_25_GILES_2.wav,245.59425643551754,95.25614620761051,513.734239923164,172.11668307899518,341.6175568441688,-0.7164531217166675,7.6782793194383085,-0.003957477990148005,0.0017323908996500761,0.3519677419354839,0.18917525639174676
xtts_denoised_concat_25_GILES_3.wav,234.66362456184564,121.01395439762476,532.3371110969144,170.99415495136975,361.3429561455447,-0.16976513072664662,7.948662292040447,-0.0041063691403716756,0.0017990678040417335,0.32361016949152543,0.17237939481523679
